Event Date,Event Date,Shows,Artist,Revenue (USD),Tickets Sold,Capacity,%,Venue,City,Country,,,
09/20/2025,09/20/2025,1,Fuerza Regida,2111454,22087,24082,91.72%,Estadio Monterrey,Monterrey,Mexico,,,
09/20/2025,09/20/2025,1,Lewis Capaldi,1548777,17099,17099,100%,Co-op Live,Manchester,England,,,
09/20/2025,09/20/2025,1,NBA YoungBoy,1598227,13174,13174,100%,Enterprise Center,St. Louis,United States,,,
09/20/2025,09/21/2025,2,Post Malone,6377766,97839,97839,100%,Tottenham Hotspur Stadium,London,England,,,
09/20/2025,09/20/2025,1,Wolf Alice,79935,2244,2425,92.54%,House of Blues,Boston,United States,,,
09/19/2025,09/19/2025,1,Alabama Shakes,618400,6000,6000,100%,The Anthem,Washington,United States,,,
09/19/2025,09/20/2025,2,Chris Brown,15848974,89658,89658,100%,Allegiant Stadium ,Las Vegas,United States,,,
09/19/2025,09/19/2025,1,Eric Clapton,3441313,14078,14078,100%,Madison Square Garden,New York,United States,,,
09/19/2025,09/19/2025,1,Falling In Reverse,425392,8121,15038,54.01%,Pine Knob Music Theatre,Clarkston,United States,,,
09/19/2025,09/20/2025,3,Hugh Jackman,1926517,13755,17799,77.28%,Radio City Music Hall,New York,United States,,,
09/19/2025,09/20/2025,2,iHeartRadio Music Festival,3734277,28576,28576,100%,T-Mobile Arena,Las Vegas,United States,,,
09/19/2025,09/19/2025,1,Zach Williams,37727,1500,1500,100%,Crossroads Church,Lafayette,United States,,,
09/18/2025,09/20/2025,3,Barry Manilow,450201,3702,3939,93.98%,The International Theater,Las Vegas,United States,,,
09/18/2025,09/18/2025,1,Fuerza Regida,1642320,20376,22859,89.14%,Estadio 3 de Marzo,Guadalajara,Mexico,,,
09/18/2025,09/18/2025,1,Kacey Musgraves,120794,2253,2253,100%,Ryman Auditorium,Nashville,United States,,,
09/18/2025,09/18/2025,1,Shakira,5257517,56493,56493,100%,Estadio GNP Seguros,Mexico City,Mexico,,,
09/18/2025,09/18/2025,1,Staind,207565,2339,2412,96.97%,The Event Center,Verona,United States,,,
09/17/2025,09/17/2025,1,Alex G,284852,5507,5507,100%,The Salt Shed,Chicago,United States,,,
09/17/2025,09/17/2025,1,Cage The Elephant,272054,4041,5500,73.47%,The BayCare Sound,Clearwater,United States,,,
09/17/2025,09/17/2025,1,Chris Brown,6159446,41651,41651,100%,PETCO Park,San Diego,United States,,,
09/17/2025,09/17/2025,1,Conan Gray,393812,7916,14973,52.87%,Pine Knob Music Theatre,Clarkston,United States,,,
09/17/2025,09/17/2025,1,Garbage,189120,2928,2928,100%,The Anthem,Washington,United States,,,
09/17/2025,09/17/2025,1,Haim,294155,4271,5350,79.83%,McMenamins Edgefield Amphitheater ,Troutdale,United States,,,
09/17/2025,09/17/2025,1,James Taylor,1243019,11450,11694,97.91%,Dickies Arena,Fort Worth,United States,,,
09/17/2025,09/17/2025,1,Maren Morris,99746,1816,3604,50.39%,Booth Amphitheatre,Cary,United States,,,
09/17/2025,09/17/2025,1,NBA YoungBoy,1559327,13428,13428,100%,Ball Arena,Denver,United States,,,
09/17/2025,09/17/2025,1,ZZ Top,201396,2006,2751,72.92%,Beacon Theatre,New York,United States,,,
09/16/2025,09/16/2025,1,Foreigner,196575,2618,4768,54.91%,The Corbin Arena,Corbin,United States,,,
09/16/2025,09/16/2025,1,Morrissey,600146,5621,5912,95.08%,Radio City Music Hall,New York,United States,,,
09/16/2025,09/16/2025,1,Papa Roach,303622,4057,6000,67.62%,The Anthem,Washington,United States,,,
09/16/2025,09/16/2025,1,TOMORROW X TOGETHER,1996552,10193,11886,85.76%,American Airlines Center,Dallas,United States,,,
09/16/2025,09/17/2025,2,TV On The Radio,132000,2400,2400,100%,Lincoln Theatre,Washington,United States,,,
09/16/2025,09/17/2025,2,TWICE,10567354,107584,107584,100%,Tokyo Dome,Tokyo,Japan,,,
09/15/2025,09/15/2025,1,Alabama Shakes,219216,3219,3874,83.09%,MGM Music Hall ,Boston,United States,,,
09/15/2025,09/18/2025,3,Lady Gaga,11772225,43016,43016,100%,United Center,Chicago,United States,,,
09/15/2025,09/15/2025,1,NBA YoungBoy,1442177,13219,13219,100%,PHX Arena,Phoenix,United States,,,
09/14/2025,09/14/2025,1,Alabama Shakes,290772,4005,4005,100%,MGM Music Hall ,Boston,United States,,,
09/14/2025,09/15/2025,2,Billy Strings,319750,4539,4539,100%,Ryman Auditorium,Nashville,United States,,,
09/14/2025,09/14/2025,1,CA7RIEL & Paco Amoroso,619105,14413,16522,87.24%,Movistar Arena,Santiago,Chile,,,
09/14/2025,09/14/2025,1,Post Malone,1842998,25900,25900,100%,Estádio do Restelo,Lisbon,Portugal,,,
09/14/2025,09/14/2025,1,Royel Otis,168765,3229,3429,94.17%,The Anthem,Washington,United States,,,
09/13/2025,09/15/2025,2,Alejandro Fernández,2521541,22438,22438,100%,MGM Grand Garden,Las Vegas,United States,,,
09/13/2025,09/13/2025,1,Ashanti,487113,5762,6535,88.17%,Agganis Arena,Boston,United States,,,
09/13/2025,09/13/2025,1,Banda MS,497229,5005,6032,82.97%,Mortgage Matchup Cente,Phoenix,United States,,,
09/13/2025,09/14/2025,2,Chris Brown,16308156,95300,95300,100%,SoFi Stadium,Inglewood,United States,,,
09/13/2025,09/13/2025,1,Maren Morris,152128,1578,3584,44.03%,Wind Creek Event Center,Bethlehem,United States,,,
09/13/2025,09/13/2025,1,NBA YoungBoy,1476648,13683,13683,100%,Golden 1 Center,Sacramento,United States,,,
09/13/2025,09/13/2025,1,Wolf Alice,42000,1200,1200,100%,9:30 Club,Washington,United States,,,
09/12/2025,09/12/2025,1,Ashanti,460700,6412,6703,95.66%,Total Mortgage Arena,Bridgeport,United States,,,
09/12/2025,09/14/2025,3,Bad Bunny,4700882,44016,44016,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
09/12/2025,09/12/2025,1,Banda MS,626417,7677,7677,100%,Michelob Ultra Arena,Las Vegas,United States,,,
09/12/2025,09/12/2025,1,Carín León,2021352,12636,12636,100%,MGM Grand Garden ,Las Vegas,United States,,,
09/12/2025,09/12/2025,1,Cody Johnson,785785,9064,11580,78.27%,Pinnacle Bank Arena,Lincoln,United States,,,
09/12/2025,09/12/2025,1,Eladio Carrión,658155,7100,7629,93.07%,Kia Center,Orlando,United States,,,
09/12/2025,09/12/2025,1,Jeezy,1051910,4822,4822,100%,Fox Theatre,Detroit,United States,,,
09/12/2025,09/12/2025,1,Megan Moroney,1132643,12080,12080,100%,Credit One Stadium,Charleston,United States,,,
09/12/2025,09/12/2025,1,NBA YoungBoy,1317547,12893,12893,100%,Oakland Arena,Oakland,United States,,,
09/12/2025,09/13/2025,2,Oasis,19945351,131172,131172,100%,Estadio GNP Seguros,Mexico City,Mexico,,,
09/12/2025,09/12/2025,1,Post Malone,1939232,22009,22009,100%,Estadi Olimpic ,Barcelona,Spain,,,
09/12/2025,09/12/2025,1,Wolf Alice,42000,1200,1200,100%,9:30 Club,Washington,United States,,,
09/11/2025,09/13/2025,3,Barry Manilow,485613,3936,3936,100%,The International Theater,Las Vegas,United States,,,
09/11/2025,09/11/2025,1,Charlie Wilson,312884,4987,6850,72.80%,Prudential Center ,Newark,United States,,,
09/11/2025,09/11/2025,1,Chris Brown,8007329,47476,47476,100%,Chase Field,Phoenix,United States,,,
09/11/2025,09/11/2025,1,Eric Clapton,2515038,12657,12657,100%,Rocket Arena,Cleveland,United States,,,
09/11/2025,09/11/2025,1,Falling In Reverse,712252,10120,12132,83.42%,Centre Bell,Montreal,Canada,,,
09/11/2025,09/12/2025,2,Shakira,8057898,76727,76727,100%,Estadio Cuauhtémoc,Puebla,Mexico,,,
09/11/2025,09/11/2025,1,Swedish House Mafia,2089625,21403,21403,100%,Arthur Ashe Stadium,New York,United States,,,
09/10/2025,09/10/2025,1,BabyMonster,680423,6336,8247,76.83%,Oakland Arena,Oakland,United States,,,
09/10/2025,09/10/2025,1,Breaking Benjamin / Three Days Grace,805440,9479,11757,80.62%,Prudential Center,Newark,United States,,,
09/10/2025,09/10/2025,1,CA7RIEL & Paco Amoroso,318096,5443,6972,78.07%,Movistar Arena,Bogotá,Colombia,,,
09/10/2025,09/10/2025,1,Haim,445948,5228,15000,34.85%,Merriweather Post Pavilion,Columbia,United States,,,
09/10/2025,09/13/2025,3,Lady Gaga,8895547,43175,43175,100%,Scotiabank Arena,Toronto,Canada,,,
09/10/2025,09/10/2025,1,Morrissey,165028,2718,2718,100%,Place Bell,Laval,Canada,,,
09/09/2025,09/09/2025,1,Maren Morris,205858,3276,3276,100%,The Rooftop,New York,United States,,,
09/09/2025,09/10/2025,2,NBA YoungBoy,3809244,27798,27798,100%,Crypto.com Arena,Los Angeles,United States,,,
09/09/2025,09/09/2025,1,Paulo Londra,482855,9237,16522,55.91%,Movistar Arena ,Santiago,Chile,,,
09/09/2025,09/09/2025,1,Post Malone,3249027,31011,31011,100%,GelreDome,Arnhem,Netherlands,,,
09/08/2025,09/08/2025,1,Chris Brown,8273801,40340,40340,100%,Daikin Park,Houston,United States,,,
09/08/2025,09/08/2025,1,Eric Clapton,2335099,13837,13837,100%,Bridgestone Arena,Nashville,United States,,,
09/08/2025,09/08/2025,1,Haim,1153841,10931,12349,88.52%,Madison Square Garden,New York,United States,,,
09/07/2025,09/07/2025,1,BabyMonster,586800,5886,7287,80.77%,Dickies Arena,Fort Worth,United States,,,
09/07/2025,09/07/2025,1,Goo Goo Dolls,505605,5900,5900,100%,Greek Theatre,Los Angeles,United States,,,
09/07/2025,09/07/2025,1,Leon Bridges,368116,4877,15000,32.51%,Merriweather Post Pavilion,Columbia,United States,,,
09/07/2025,09/07/2025,1,Rob Thomas,360543,3987,4863,81.99%,YouTube Theater,Inglewood,United States,,,
09/06/2025,09/06/2025,1,Ana Gabriel,815880,7331,10310,71.11%,Save Mart Center,Fresno,United States,,,
09/06/2025,09/07/2025,2,Lady Gaga,8898523,27195,27195,100%,Madison Square Garden,New York,United States,,,
09/06/2025,09/06/2025,1,NBA YoungBoy,1854072,12971,12971,100%,Toyota Center,Houston,United States,,,
09/06/2025,09/06/2025,1,Pur,5325083,67127,67127,100%,VELTINS-Arena,Gelsenkirchen,Germany,,,
09/06/2025,09/07/2025,2,Shakira,9365442,67435,67435,100%,Estadio Akron,Guadalajara,Mexico,,,
09/06/2025,09/06/2025,1,Teddy Swims,737020,7292,7292,100%,Lake Tahoe Amphitheatre,Stateline,United States,,,
09/05/2025,09/05/2025,1,BabyMonster,407557,5083,7826,64.95%,State Farm Arena,Atlanta,United States,,,
09/05/2025,09/07/2025,3,Bad Bunny,4706782,43970,43970,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
09/05/2025,09/05/2025,1,Benson Boone,1825168,14405,14405,100%,Madison Square Garden,New York,United States,,,
09/05/2025,09/07/2025,3,Brandi Carlile,2988286,26858,26858,100%,Red Rocks Amphitheatre ,Morrison,United States,,,
09/05/2025,09/05/2025,1,Chris Brown,7852085,47014,47014,100%,The Dome,St. Louis,United States,,,
09/05/2025,09/05/2025,1,NBA YoungBoy,1733275,12631,12631,100%,Moody Center,Austin,United States,,,
09/05/2025,09/05/2025,1,Post Malone,3259221,36843,36843,100%,Heinz von Heiden-Arena,Hannover,Germany,,,
09/05/2025,09/05/2025,1,Skillet,214355,2433,3985,61.05%,Coca-Cola Music Hall,San Juan,Puerto Rico,,,
09/05/2025,09/05/2025,1,Teddy Swims,650288,8503,8503,100%,Greek Theatre,Berkeley,United States,,,
09/04/2025,09/04/2025,1,Ana Gabriel,803990,7607,9426,80.70%,SAP Center,San Jose,United States,,,
09/04/2025,09/04/2025,1,Goo Goo Dolls,560115,7202,7202,100%,Greek Theatre,Berkeley,United States,,,
09/04/2025,09/04/2025,1,Jon Batiste,610973,7163,8428,84.99%,Red Rocks Amphitheatre,Morrison,United States,,,
09/03/2025,09/03/2025,1,Garbage,103156,1572,2913,53.96%,Hard Rock Live,Orlando,United States,,,
09/03/2025,09/03/2025,1,Mora,724746,11587,11587,100%,Arena Monterrey,Monterrey,Mexico,,,
09/03/2025,09/03/2025,1,Post Malone,2504489,28545,28545,100%,La Défense Arena,Paris,France,,,
09/03/2025,09/03/2025,1,Teddy Swims,520717,5200,5200,100%,McMenamins Edgefield Amphitheater,Troutdale,United States,,,
09/03/2025,09/03/2025,1,The Weeknd,8249244,51796,51796,100%,Alamodome,San Antonio,United States,,,
09/02/2025,09/03/2025,2,Chris Brown,13981852,77013,77013,100%,Globe Life Field,Arlington,United States,,,
09/02/2025,09/03/2025,2,Shakira,7230361,54068,54068,100%,Estadio Corregidora,Querétaro,Mexico,,,
09/01/2025,09/01/2025,1,Breaking Benjamin / Three Days Grace,984474,11186,11907,93.94%,Dickies Arena,Fort Worth,United States,,,
09/01/2025,09/02/2025,2,NBA YoungBoy,3914926,29691,29691,100%,American Airlines Center,Dallas,United States,,,
08/31/2025,09/01/2025,2,Ayliva,1615251,19700,20000,98.50%,SAP Arena ,Mannheim,Germany,,,
08/31/2025,08/31/2025,1,Falling In Reverse,639291,15963,23998,66.52%,Ruoff Music Center,Noblesville,United States,,,
08/31/2025,08/31/2025,1,G-Dragon,3378552,13045,13045,100%,T-Mobile Arena,Las Vegas,United States,,,
08/31/2025,08/31/2025,1,Jonas Brothers,1609090,20490,20490,100%,Dos Equis Pavilion,Dallas,United States,,,
08/31/2025,09/01/2025,2,Lady Gaga,7463886,27038,27038,100%,Kaseya Center ,Miami,United States,,,
08/31/2025,08/31/2025,1,Tate McRae,1584102,11991,11991,100%,CFG Bank Arena,Baltimore,United States,,,
08/30/2025,08/30/2025,1,Ana Gabriel,723570,6775,11507,58.88%,Golden 1 Center,Sacramento,United States,,,
08/30/2025,08/30/2025,1,Camila Cabello,389610,5089,5089,100%,Hordern Pavilion,Sydney,Australia,,,
08/30/2025,08/31/2025,2,Chris Brown,14780055,79230,79230,100%,Truist Park,Atlanta,United States,,,
08/30/2025,08/30/2025,1,Jonas Brothers,723855,8788,8788,100%,Walmart AMP,Rogers,United States,,,
08/30/2025,08/30/2025,1,Pixies,338935,5695,5850,97.35%,McMenamins Edgefield Amphitheater,Troutdale,United States,,,
08/30/2025,08/31/2025,2,The Weeknd,14615640,97043,97043,100%,NRG Stadium,Houston,United States,,,
08/30/2025,08/31/2025,2,TWICE,8941340,90795,90795,100%,PayPay Dome,Fukuoka,Japan,,,
08/30/2025,08/30/2025,1,Zach Williams,18607,837,1370,61.09%,Civic Theatre,Aberdeen,United States,,,
08/30/2025,08/30/2025,1,ZZ Top,438835,5725,8002,71.54%,The Pacific Amphitheatre,Costa Mesa,United States,,,
08/29/2025,08/31/2025,3,Bad Bunny,4698295,43874,43874,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
08/29/2025,08/29/2025,1,Charlie Wilson,286479,5862,12492,46.93%,Toyota Pavilion,Concord,United States,,,
08/29/2025,09/03/2025,4,Gorillaz,2852299,25769,25769,100%,Copper Box Arena,London,England,,,
08/29/2025,08/29/2025,1,Lynyrd Skynyrd,608606,6425,6425,100%,Mohegan Sun Arena,Uncasville,United States,,,
08/29/2025,08/29/2025,1,Pantera,524317,7166,8089,88.59%,T-Mobile Arena,Las Vegas,United States,,,
08/29/2025,08/29/2025,1,Simple Plan,265663,4977,4977,100%,MGM Music Hall ,Boston,United States,,,
08/29/2025,08/29/2025,1,Tate McRae,1833743,14950,14950,100%,Rocket Arena,Cleveland,United States,,,
08/29/2025,08/29/2025,1,World Wrestling Entertainment,1462204,9114,11744,77.61%,LDLC Arena,Lyon,France,,,
08/29/2025,08/29/2025,1,Zach Williams,34941,1199,1199,100%,Grand Theater,Wausau,United States,,,
08/28/2025,08/28/2025,1,Ana Gabriel,778690,7882,9055,87.05%,Moda Center,Portland,United States,,,
08/28/2025,08/28/2025,1,Chris Brown,6827316,37826,37826,100%,Wrigley Field,Chicago,United States,,,
08/28/2025,08/28/2025,1,Jonas Brothers,1817016,13648,13648,100%,Little Caesars Arena,Detroit,United States,,,
08/28/2025,08/28/2025,1,Sam Fender,2000211,28908,38000,76.07%,Boucher Road Playing Fields,Belfast,Northern Ireland,,,
08/28/2025,08/28/2025,1,World Wrestling Entertainment,899206,4556,4556,100%,Utilita Arena,Cardiff,Wales,,,
08/27/2025,08/27/2025,1,Camila Cabello,395379,5123,5123,100%,Margaret Court Arena,Melbourne,Australia,,,
08/27/2025,08/27/2025,1,Post Malone,1858010,20250,20250,100%,Ippodromo San Siro,Milan,Italy,,,
08/27/2025,08/28/2025,2,The Weeknd,13175463,89608,89608,100%,AT&T Stadium,Arlington,United States,,,
08/27/2025,08/27/2025,1,World Wrestling Entertainment,833930,6211,7039,88.24%,First Direct Arena,Leeds,England,,,
08/26/2025,08/26/2025,1,Jonas Brothers,1470404,18246,18246,100%,Credit Union 1 Amphitheatre,Tinley Park,United States,,,
08/26/2025,08/30/2025,4,Shakira,24125448,215834,215834,100%,Estadio GNP Seguros,Mexico City,Mexico,,,
08/26/2025,08/27/2025,2,Tate McRae,3103339,26810,26810,100%,TD Garden,Boston,United States,,,
08/26/2025,08/26/2025,1,World Wrestling Entertainment,963699,6569,7285,90.17%,AO Arena,Manchester,England,,,
08/26/2025,08/26/2025,1,ZZ Top,217215,2684,5350,50.17%,McMenamins Edgefield Amphitheater ,Troutdale,United States,,,
08/25/2025,08/25/2025,1,Chris Brown,5605268,36124,36124,100%,Fenway Park,Boston,United States,,,
08/25/2025,08/26/2025,2,Pixies,484529,6637,6637,100%,The Anthem,Washington,United States,,,
08/25/2025,08/25/2025,1,Riley Green,650308,9200,9200,100%,Red Rocks Amphitheatre,Morrison,United States,,,
08/25/2025,08/25/2025,1,World Wrestling Entertainment,2591746,11152,11652,95.71%,bp pulse LIVE,Birmingham,England,,,
08/24/2025,08/25/2025,2,Drake,5806754,31049,31049,100%,Royal Arena,Copenhagen,Denmark,,,
08/24/2025,08/24/2025,1,Jonas Brothers,727376,10861,10861,100%,SPAC,Saratoga Springs,United States,,,
08/24/2025,08/24/2025,1,Summer Sonic,1405196,12000,20000,60.01%,Impact Challenger Hall,Bangkok,Thailand,,,
08/24/2025,08/24/2025,1,Tate McRae,1423781,15235,15235,100%,Centre Bell,Montreal,Canada,,,
08/24/2025,08/24/2025,1,The Weeknd,9062680,52083,52083,100%,Camping World Stadium,Orlando,United States,,,
08/23/2025,08/23/2025,1,Chris Brown,5226469,32158,32158,100%,Rentschler Field,East Hartford,United States,,,
08/23/2025,08/23/2025,1,Cody Johnson,1165300,13215,17000,77.74%,Thunder Ridge Nature Arena,Ridgedale,United States,,,
08/23/2025,08/23/2025,1,Jonas Brothers,3454411,35597,35597,100%,Fenway Park,Boston,United States,,,
08/23/2025,08/23/2025,2,Mazzel,2028675,20000,20000,100%,Ariake Arena,Tokyo,Japan,,,
08/23/2025,08/23/2025,1,Nelly,719026,9806,9806,100%,Intuit Dome,Inglewood,United States,,,
08/23/2025,08/24/2025,2,Pixies,345343,5553,5553,100%,Paramount Theatre,Seattle,United States,,,
08/23/2025,08/23/2025,1,Riley Green,601529,10433,10433,100%,Ford Idaho Center,Nampa,United States,,,
08/23/2025,08/23/2025,1,Shakira,4171658,29311,29311,100%,Parque Fundidora,Monterrey,Mexico,,,
08/23/2025,08/23/2025,1,Summer Sonic,1750687,15000,20000,75.01%,Impact Challenger Hall,Bangkok,Thailand,,,
08/23/2025,08/24/2025,2,TWICE,9438354,96391,96391,100%,Vantelin Dome,Nagoya,Japan,,,
08/23/2025,08/23/2025,1,World Wrestling Entertainment,1032342,8603,8603,100%,M&S Bank Arena,Liverpool,England,,,
08/22/2025,08/24/2025,3,Bad Bunny,4698122,43955,43955,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
08/22/2025,09/06/2025,9,Bruno Mars,18626764,47655,47655,100%,Dolby Live,Las Vegas,United States,,,
08/22/2025,09/08/2025,10,Coldplay,131389430,791000,791000,100%,Wembley Stadium ,London,England,,,
08/22/2025,08/23/2025,2,G-Dragon,5963425,20589,20589,100%,Prudential Center,Newark,United States,,,
08/22/2025,08/27/2025,4,Lady Gaga,17488827,54390,54390,100%,Madison Square Garden,New York,United States,,,
08/22/2025,08/22/2025,1,Nelly,545604,12550,12550,100%,Toyota Pavilion ,Concord,United States,,,
08/22/2025,08/22/2025,1,Riley Green,342971,4802,4802,100%,Mountain America Center,Idaho Falls,United States,,,
08/22/2025,08/22/2025,1,Sam Fender,2709484,30000,30000,100%,Royal Highland Centre,Edinburgh,Scotland,,,
08/22/2025,08/22/2025,1,Tate McRae,1191889,13362,13362,100%,Canadian Tire Centre,Ottawa,Canada,,,
08/22/2025,08/22/2025,1,The Fray,158009,2978,2978,100%,Fox Theater ,Oakland,United States,,,
08/22/2025,08/22/2025,1,Train,369248,6493,6765,95.97%,Mohegan Sun Arena,Uncasville,United States,,,
08/21/2025,08/22/2025,2,Drake,5631925,31443,31443,100%,Avicii Arena,Stockholm,Sweden,,,
08/21/2025,08/21/2025,1,Jonas Brothers,2639502,44322,44322,100%,Rogers Centre,Toronto,Canada,,,
08/21/2025,08/21/2025,1,Post Malone,2971272,30940,30940,100%,Darius and Girenas Stadium,Kaunas,Lithuania,,,
08/21/2025,08/21/2025,1,Riley Green,244037,3847,3847,100%,KettleHouse Amphitheater ,Bonner,United States,,,
08/21/2025,08/21/2025,1,The Weeknd,8627253,49695,49695,100%,Mercedes-Benz Stadium,Atlanta,United States,,,
08/21/2025,08/21/2025,1,Tyler Rich,17528,571,571,100%,Hard Rock Live,Wheatland,United States,,,
08/20/2025,08/20/2025,1,Katy Perry,934993,10293,10293,100%,State Farm Arena,Atlanta,United States,,,
08/20/2025,08/20/2025,1,Shakira,4156343,29573,29573,100%,Estadio Corona,Torreon,Mexico,,,
08/20/2025,08/20/2025,1,The Fray,86999,1465,1465,100%,McMenamins Crystal Ballroom,Portland,United States,,,
08/19/2025,08/20/2025,2,Chris Brown,10129870,87127,87127,100%,Rogers Stadium,Toronto,Canada,,,
08/19/2025,08/19/2025,1,Heart,987657,8730,8913,97.95%,Red Rocks Amphitheatre,Morrison,United States,,,
08/19/2025,08/19/2025,1,Jonas Brothers,536789,9490,9490,100%,Empower Federal Credit Union Amphitheater,Syracuse,United States,,,
08/19/2025,08/19/2025,1,Katy Perry,879381,9958,12998,76.61%,Bridgestone Arena,Nashville,United States,,,
08/19/2025,08/20/2025,2,Tate McRae,2727790,28120,28120,100%,Scotiabank Arena,Toronto,Canada,,,
08/18/2025,08/19/2025,2,Coldplay,6495710,46000,46000,100%,Craven Park,Hull,England,,,
08/18/2025,08/18/2025,1,Jonas Brothers,509068,12329,12329,100%,Bethel Woods Center for the Arts,Bethel,United States,,,
08/18/2025,08/18/2025,1,Teddy Swims,524876,7104,7745,91.72%,The Orion Amphitheater,Huntsville,United States,,,
08/18/2025,08/18/2025,1,Zakir Khan,611759,10919,13085,83.45%,Madison Square Garden,New York,United States,,,
